id,Site,SurveyDate,Plane_Height,Area_2D,Area_3D,Volume,Errors,SitePart,ProcessedFile,TripDate,SiteGroup,TripGroup,Full_ID,Max_Volume,Segment,Norm_Vol
14,139r,4/26/1998,above25k,103.9599783,121.7406028,33.96036516,4.158399132,Eddy,Eddy_High_Elevation_Zone.csv,4/15/1998,long,long,139r_eddyabove25k,481.3450769,4_CGC,0.07
15,139r,5/16/1999,above25k,182.3342397,213.5887825,79.18236544,7.293369586,Eddy,Eddy_High_Elevation_Zone.csv,5/4/1999,long,long,139r_eddyabove25k,481.3450769,4_CGC,0.16
16,139r,3/31/2000,above25k,183.479751,211.5124678,59.83858047,7.33919004,Eddy,Eddy_High_Elevation_Zone.csv,3/17/2000,long,long,139r_eddyabove25k,481.3450769,4_CGC,0.12
17,139r,6/14/2000,above25k,186.4197964,212.5739883,67.93046498,7.456791854,Eddy,Eddy_High_Elevation_Zone.csv,6/1/2000,long,long,139r_eddyabove25k,481.3450769,4_CGC,0.14
18,139r,10/15/2001,above25k,233.1169806,265.2669801,103.8985319,9.324679225,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2001,long,long,139r_eddyabove25k,481.3450769,4_CGC,0.22
19,139r,10/2/2002,above25k,241.3194559,270.7462191,110.290468,9.652778235,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2002,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.23
20,139r,5/7/2003,above25k,236.0165458,265.3247893,106.5097903,9.440661833,Eddy,Eddy_High_Elevation_Zone.csv,4/25/2003,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.22
21,139r,10/2/2003,above25k,235.9653003,263.8739256,103.5849564,9.438612014,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2003,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.22
22,139r,5/18/2005,above25k,500.8598049,535.3003783,298.9562895,20.0343922,Eddy,Eddy_High_Elevation_Zone.csv,5/7/2005,long,na,139r_eddyabove25k,481.3450769,4_CGC,0.62
23,139r,10/19/2006,above25k,449.1552307,483.6414588,265.0375188,17.96620923,Eddy,Eddy_High_Elevation_Zone.csv,10/7/2006,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.55
24,139r,10/25/2007,above25k,449.3671506,482.3102609,263.6112615,17.97468602,Eddy,Eddy_High_Elevation_Zone.csv,10/13/2007,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.55
25,139r,2/14/2008,above25k,448.828472,480.9588587,263.0906228,17.95313888,Eddy,Eddy_High_Elevation_Zone.csv,2/2/2008,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.55
26,139r,4/9/2008,above25k,485.1745451,527.3036961,377.3900343,19.40698181,Eddy,Eddy_High_Elevation_Zone.csv,3/28/2008,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.78
27,139r,10/22/2008,above25k,294.4006053,329.5997292,185.1628432,11.77602421,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2008,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.38
28,139r,10/21/2009,above25k,477.861404,520.8970503,358.1888669,19.11445616,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2009,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.74
29,139r,10/15/2011,above25k,475.0630681,519.7342063,353.5318251,19.00252272,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2011,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.73
30,139r,10/13/2012,above25k,468.3440362,513.9136002,344.465136,18.73376145,Eddy,Eddy_High_Elevation_Zone.csv,10/3/2012,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.72
31,139r,10/3/2013,above25k,589.4260282,638.172054,475.5515016,23.57704113,Eddy,Eddy_High_Elevation_Zone.csv,9/21/2013,long,short,139r_eddyabove25k,481.3450769,4_CGC,0.99
32,139r,10/6/2014,above25k,752.2463173,793.7331224,609.8141599,30.08985269,Eddy,Eddy_High_Elevation_Zone.csv,9/23/2014,long,short,139r_eddyabove25k,481.3450769,4_CGC,1.27
33,139r,10/5/2015,above25k,588.6513396,644.0128309,538.8176018,23.54605358,Eddy,Eddy_High_Elevation_Zone.csv,9/22/2015,long,short,139r_eddyabove25k,481.3450769,4_CGC,1.12
0,139r,10/28/1992,minto8K,4864.063876,5034.444347,7181.180455,1216.015969,Eddy,Eddy_Low_Elevation_Zone.csv,10/15/1992,long,na,139r_eddyminto8K,13012.43285,4_CGC,0.55
1,139r,10/19/1993,minto8K,6126.537014,6342.098376,4957.210616,1102.776663,Eddy,Eddy_Low_Elevation_Zone.csv,10/8/1993,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.38
2,139r,4/19/1994,minto8K,5225.510178,5490.582598,8447.026877,940.5918321,Eddy,Eddy_Low_Elevation_Zone.csv,4/7/1994,long,na,139r_eddyminto8K,13012.43285,4_CGC,0.65
3,139r,11/30/1994,minto8K,5548.515444,5767.132007,5846.901571,998.7327799,Eddy,Eddy_Low_Elevation_Zone.csv,11/20/1994,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.45
4,139r,5/6/1995,minto8K,5757.492188,5971.377533,5958.472185,1036.348594,Eddy,Eddy_Low_Elevation_Zone.csv,4/24/1995,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.46
5,139r,2/28/1996,minto8K,6087.916572,6398.462951,6378.306673,1095.824983,Eddy,Eddy_Low_Elevation_Zone.csv,2/13/1996,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.49
6,139r,4/29/1996,minto8K,5446.068834,5772.160561,3732.090507,980.2923902,Eddy,Eddy_Low_Elevation_Zone.csv,4/15/1996,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.29
7,139r,9/24/1996,minto8K,5702.91759,6003.410808,6850.89987,1026.525166,Eddy,Eddy_Low_Elevation_Zone.csv,9/12/1996,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.53
8,139r,2/24/1997,minto8K,6050.617058,6432.06288,3144.475103,1089.111071,Eddy,Eddy_Low_Elevation_Zone.csv,2/13/1997,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.24
9,139r,5/2/1997,minto8K,5315.165207,5619.937347,5970.170328,956.7297373,Eddy,Eddy_Low_Elevation_Zone.csv,4/20/1997,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.46
10,139r,9/3/1997,minto8K,5392.076082,5670.580659,7788.413263,970.5736948,Eddy,Eddy_Low_Elevation_Zone.csv,8/23/1997,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.60
11,139r,4/26/1998,minto8K,5188.14262,5436.121719,9013.445961,933.8656717,Eddy,Eddy_Low_Elevation_Zone.csv,4/15/1998,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.69
12,139r,5/16/1999,minto8K,5894.465971,6173.704504,5019.961556,1061.003875,Eddy,Eddy_Low_Elevation_Zone.csv,5/4/1999,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.39
13,139r,3/31/2000,minto8K,5989.099056,6281.839659,8844.472272,1078.03783,Eddy,Eddy_Low_Elevation_Zone.csv,3/17/2000,long,long,139r_eddyminto8K,13012.43285,4_CGC,0.68
14,139r,2/14/2008,minto8K,5148.031551,5435.308536,10602.87452,566.2834706,Eddy,Eddy_Low_Elevation_Zone.csv,2/2/2008,long,short,139r_eddyminto8K,13012.43285,4_CGC,0.81
15,139r,4/9/2008,minto8K,5897.681377,6137.410989,6063.377538,648.7449514,Eddy,Eddy_Low_Elevation_Zone.csv,3/28/2008,long,short,139r_eddyminto8K,13012.43285,4_CGC,0.47
0,145l,10/28/1992,minto8K,4022.457891,4106.72567,1699.165879,1005.614473,Channel,Channel_Low_Elevation.csv,10/15/1992,long,na,145l_chanminto8K,4163.973188,4_CGC,0.41
1,145l,4/11/1993,minto8K,4139.665837,4233.190035,1432.789131,745.1398506,Channel,Channel_Low_Elevation.csv,4/1/1993,long,na,145l_chanminto8K,4163.973188,4_CGC,0.34
2,145l,10/20/1993,minto8K,5584.708499,5644.093091,2111.167078,1005.24753,Channel,Channel_Low_Elevation.csv,10/8/1993,long,long,145l_chanminto8K,4163.973188,4_CGC,0.51
3,145l,4/19/1994,minto8K,5471.482182,5555.454645,1662.370797,984.8667928,Channel,Channel_Low_Elevation.csv,4/7/1994,long,na,145l_chanminto8K,4163.973188,4_CGC,0.40
4,145l,11/30/1994,minto8K,5390.668417,5458.567517,1414.039283,970.3203151,Channel,Channel_Low_Elevation.csv,11/20/1994,long,long,145l_chanminto8K,4163.973188,4_CGC,0.34
5,145l,5/6/1995,minto8K,5844.44017,5936.468259,2322.859086,1051.999231,Channel,Channel_Low_Elevation.csv,4/24/1995,long,long,145l_chanminto8K,4163.973188,4_CGC,0.56
6,145l,2/28/1996,minto8K,5929.987099,6022.492118,1938.861325,1067.397678,Channel,Channel_Low_Elevation.csv,2/13/1996,long,long,145l_chanminto8K,4163.973188,4_CGC,0.47
7,145l,4/29/1996,minto8K,5873.987698,5974.860591,1200.380117,1057.317786,Channel,Channel_Low_Elevation.csv,4/15/1996,long,long,145l_chanminto8K,4163.973188,4_CGC,0.29
8,145l,9/25/1996,minto8K,5744.174799,5837.635724,1429.711927,1033.951464,Channel,Channel_Low_Elevation.csv,9/12/1996,long,long,145l_chanminto8K,4163.973188,4_CGC,0.34
9,145l,2/24/1997,minto8K,5929.987114,6061.116922,750.9747749,1067.397681,Channel,Channel_Low_Elevation.csv,2/13/1997,long,long,145l_chanminto8K,4163.973188,4_CGC,0.18
10,145l,5/3/1997,minto8K,5929.997325,6028.293895,3323.106239,1067.399518,Channel,Channel_Low_Elevation.csv,4/20/1997,long,long,145l_chanminto8K,4163.973188,4_CGC,0.80
11,145l,9/4/1997,minto8K,5928.992157,6032.16036,3104.982741,1067.218588,Channel,Channel_Low_Elevation.csv,8/23/1997,long,long,145l_chanminto8K,4163.973188,4_CGC,0.75
12,145l,4/26/1998,minto8K,5929.93812,6031.352909,2736.345827,1067.388862,Channel,Channel_Low_Elevation.csv,4/15/1998,long,long,145l_chanminto8K,4163.973188,4_CGC,0.66
13,145l,5/18/1999,minto8K,5929.987343,6023.396048,2290.591246,1067.397722,Channel,Channel_Low_Elevation.csv,5/4/1999,long,long,145l_chanminto8K,4163.973188,4_CGC,0.55
14,145l,3/31/2000,minto8K,5926.14926,6027.110558,1200.475525,1066.706867,Channel,Channel_Low_Elevation.csv,3/17/2000,long,long,145l_chanminto8K,4163.973188,4_CGC,0.29
15,145l,6/15/2000,minto8K,5745.084411,5821.155151,1821.188223,1034.115194,Channel,Channel_Low_Elevation.csv,6/1/2000,long,long,145l_chanminto8K,4163.973188,4_CGC,0.44
16,145l,2/14/2008,minto8K,5890.272619,6004.213486,2036.822022,647.9299881,Channel,Channel_Low_Elevation.csv,2/2/2008,long,short,145l_chanminto8K,4163.973188,4_CGC,0.49
17,145l,4/9/2008,minto8K,5915.987351,6028.969862,1849.561675,650.7586086,Channel,Channel_Low_Elevation.csv,3/28/2008,long,short,145l_chanminto8K,4163.973188,4_CGC,0.44
0,145l,9/28/1990,8kto25k,625.2983024,647.7676908,270.9059811,25.0119321,Eddy,Eddy_Fluctuating_Zone.csv,6/10/1990,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.26
1,145l,7/27/1991,8kto25k,696.9946686,726.5898543,438.2635455,27.87978674,Eddy,Eddy_Fluctuating_Zone.csv,7/26/1991,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.42
2,145l,10/6/1991,8kto25k,619.8830436,645.9968083,302.8491713,24.79532174,Eddy,Eddy_Fluctuating_Zone.csv,10/1/1991,long,na,145l_eddy8kto25k,1050.453589,4_CGC,0.29
3,145l,11/5/1991,8kto25k,588.8647586,620.8526806,290.6487272,23.55459034,Eddy,Eddy_Fluctuating_Zone.csv,11/1/1991,long,na,145l_eddy8kto25k,1050.453589,4_CGC,0.28
4,145l,10/28/1992,8kto25k,563.3716465,592.9327802,191.0719979,22.53486586,Eddy,Eddy_Fluctuating_Zone.csv,10/15/1992,long,na,145l_eddy8kto25k,1050.453589,4_CGC,0.18
5,145l,4/11/1993,8kto25k,468.4397155,513.6626621,489.1658392,18.73758862,Eddy,Eddy_Fluctuating_Zone.csv,4/1/1993,long,na,145l_eddy8kto25k,1050.453589,4_CGC,0.47
6,145l,10/20/1993,8kto25k,497.1270713,535.2727705,387.8663597,19.88508285,Eddy,Eddy_Fluctuating_Zone.csv,10/8/1993,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.37
7,145l,4/19/1994,8kto25k,512.110452,546.9911466,369.1778388,20.48441808,Eddy,Eddy_Fluctuating_Zone.csv,4/7/1994,long,na,145l_eddy8kto25k,1050.453589,4_CGC,0.35
8,145l,11/30/1994,8kto25k,483.1381645,524.1353942,307.2942647,19.32552658,Eddy,Eddy_Fluctuating_Zone.csv,11/20/1994,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.29
9,145l,5/6/1995,8kto25k,564.7692624,595.0379357,350.9787266,22.5907705,Eddy,Eddy_Fluctuating_Zone.csv,4/24/1995,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.33
10,145l,2/28/1996,8kto25k,594.5073132,625.2662985,402.845235,23.78029253,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1996,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.38
11,145l,4/29/1996,8kto25k,329.3309431,371.3745328,722.9089152,13.17323772,Eddy,Eddy_Fluctuating_Zone.csv,4/15/1996,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.69
12,145l,9/25/1996,8kto25k,393.1244916,430.3148186,535.2648508,15.72497967,Eddy,Eddy_Fluctuating_Zone.csv,9/12/1996,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.51
13,145l,2/24/1997,8kto25k,568.6856899,606.9520278,904.9467635,22.7474276,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1997,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.86
14,145l,5/3/1997,8kto25k,523.0493356,556.8742096,649.3856004,20.92197343,Eddy,Eddy_Fluctuating_Zone.csv,4/20/1997,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.62
15,145l,9/4/1997,8kto25k,550.7789226,583.244774,496.2951294,22.0311569,Eddy,Eddy_Fluctuating_Zone.csv,8/23/1997,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.47
16,145l,11/18/1997,8kto25k,402.4052386,422.2379616,393.1963723,16.09620954,Eddy,Eddy_Fluctuating_Zone.csv,11/6/1997,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.37
17,145l,4/26/1998,8kto25k,567.4405518,597.9385487,429.0494107,22.69762207,Eddy,Eddy_Fluctuating_Zone.csv,4/15/1998,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.41
18,145l,5/18/1999,8kto25k,633.6548413,661.5250706,310.3727455,25.34619365,Eddy,Eddy_Fluctuating_Zone.csv,5/4/1999,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.30
19,145l,3/31/2000,8kto25k,575.0734441,607.6609825,258.5686493,23.00293776,Eddy,Eddy_Fluctuating_Zone.csv,3/17/2000,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.25
20,145l,6/15/2000,8kto25k,423.1118008,471.2306111,516.017343,16.92447203,Eddy,Eddy_Fluctuating_Zone.csv,6/1/2000,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.49
21,145l,10/16/2001,8kto25k,570.0325352,599.1549691,284.0880909,22.80130141,Eddy,Eddy_Fluctuating_Zone.csv,10/5/2001,long,long,145l_eddy8kto25k,1050.453589,4_CGC,0.27
22,145l,10/2/2002,8kto25k,548.6933642,576.1846768,251.7448688,21.94773457,Eddy,Eddy_Fluctuating_Zone.csv,9/20/2002,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.24
23,145l,5/7/2003,8kto25k,564.5295955,590.3973231,298.5813373,22.58118382,Eddy,Eddy_Fluctuating_Zone.csv,4/25/2003,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.28
24,145l,10/3/2003,8kto25k,573.3906768,600.9967574,237.4722417,22.93562707,Eddy,Eddy_Fluctuating_Zone.csv,9/20/2003,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.23
25,145l,5/18/2005,8kto25k,412.3616687,446.5968611,548.8893466,16.49446675,Eddy,Eddy_Fluctuating_Zone.csv,5/7/2005,long,na,145l_eddy8kto25k,1050.453589,4_CGC,0.52
26,145l,10/18/2006,8kto25k,444.1219682,474.9882616,352.5607703,17.76487873,Eddy,Eddy_Fluctuating_Zone.csv,10/7/2006,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.34
27,145l,10/25/2007,8kto25k,479.8453906,509.76764,352.4045402,19.19381562,Eddy,Eddy_Fluctuating_Zone.csv,10/13/2007,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.34
28,145l,2/14/2008,8kto25k,513.8157705,543.7383936,381.3788487,20.55263082,Eddy,Eddy_Fluctuating_Zone.csv,2/2/2008,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.36
29,145l,4/9/2008,8kto25k,277.8427673,333.031113,774.3665204,11.11371069,Eddy,Eddy_Fluctuating_Zone.csv,3/28/2008,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.74
30,145l,5/29/2008,8kto25k,317.0967376,362.1290887,701.2355699,12.68386951,Eddy,Eddy_Fluctuating_Zone.csv,5/17/2008,long,na,145l_eddy8kto25k,1050.453589,4_CGC,0.67
31,145l,10/22/2008,8kto25k,362.9550068,402.5878599,514.449844,14.51820027,Eddy,Eddy_Fluctuating_Zone.csv,10/10/2008,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.49
32,145l,10/21/2009,8kto25k,400.0162389,436.1171314,474.093702,16.00064956,Eddy,Eddy_Fluctuating_Zone.csv,10/10/2009,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.45
33,145l,10/15/2011,8kto25k,601.528882,638.351718,601.5320011,24.06115528,Eddy,Eddy_Fluctuating_Zone.csv,10/5/2011,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.57
34,145l,10/14/2012,8kto25k,541.1213355,577.1936382,358.4714434,21.64485342,Eddy,Eddy_Fluctuating_Zone.csv,10/3/2012,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.34
35,145l,10/3/2013,8kto25k,404.7985831,442.4131922,497.8405732,16.19194332,Eddy,Eddy_Fluctuating_Zone.csv,9/21/2013,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.47
36,145l,10/6/2014,8kto25k,365.9347218,405.7752558,559.5259465,14.63738887,Eddy,Eddy_Fluctuating_Zone.csv,9/23/2014,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.53
37,145l,10/5/2015,8kto25k,384.0959837,419.706682,506.8394945,15.36383935,Eddy,Eddy_Fluctuating_Zone.csv,9/22/2015,long,short,145l_eddy8kto25k,1050.453589,4_CGC,0.48
0,145l,9/28/1990,above25k,240.4268918,255.0666024,141.9913407,9.617075672,Eddy,Eddy_High_Elevation_Zone.csv,6/10/1990,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.14
1,145l,7/27/1991,above25k,237.3505868,249.9463432,108.2501291,9.494023471,Eddy,Eddy_High_Elevation_Zone.csv,7/26/1991,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.11
2,145l,10/6/1991,above25k,228.1196545,239.4938878,104.2487005,9.124786179,Eddy,Eddy_High_Elevation_Zone.csv,10/1/1991,long,na,145l_eddyabove25k,990.6194997,4_CGC,0.11
3,145l,11/5/1991,above25k,243.9397561,256.2950471,122.1986386,9.757590245,Eddy,Eddy_High_Elevation_Zone.csv,11/1/1991,long,na,145l_eddyabove25k,990.6194997,4_CGC,0.12
4,145l,10/28/1992,above25k,241.5245238,252.986124,114.8989712,9.660980952,Eddy,Eddy_High_Elevation_Zone.csv,10/15/1992,long,na,145l_eddyabove25k,990.6194997,4_CGC,0.12
5,145l,4/11/1993,above25k,415.5950633,426.0875018,136.2401714,16.62380253,Eddy,Eddy_High_Elevation_Zone.csv,4/1/1993,long,na,145l_eddyabove25k,990.6194997,4_CGC,0.14
6,145l,10/20/1993,above25k,400.039484,411.8989566,147.5970095,16.00157936,Eddy,Eddy_High_Elevation_Zone.csv,10/8/1993,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.15
7,145l,4/19/1994,above25k,392.0358887,403.5237656,143.1988264,15.68143555,Eddy,Eddy_High_Elevation_Zone.csv,4/7/1994,long,na,145l_eddyabove25k,990.6194997,4_CGC,0.14
8,145l,11/30/1994,above25k,387.9967798,401.1286021,144.4505849,15.51987119,Eddy,Eddy_High_Elevation_Zone.csv,11/20/1994,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.15
9,145l,5/6/1995,above25k,343.8165404,351.8086991,128.3152974,13.75266162,Eddy,Eddy_High_Elevation_Zone.csv,4/24/1995,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.13
10,145l,2/28/1996,above25k,359.9866419,372.4780993,139.1417317,14.39946568,Eddy,Eddy_High_Elevation_Zone.csv,2/13/1996,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.14
11,145l,4/29/1996,above25k,634.0789622,665.2556407,909.7786608,25.36315849,Eddy,Eddy_High_Elevation_Zone.csv,4/15/1996,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.92
12,145l,9/25/1996,above25k,520.307809,542.2291113,702.7189786,20.81231236,Eddy,Eddy_High_Elevation_Zone.csv,9/12/1996,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.71
13,145l,2/24/1997,above25k,458.3040378,486.8163121,604.4541931,18.33216151,Eddy,Eddy_High_Elevation_Zone.csv,2/13/1997,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.61
14,145l,5/3/1997,above25k,474.8001555,495.1731138,557.7145576,18.99200622,Eddy,Eddy_High_Elevation_Zone.csv,4/20/1997,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.56
15,145l,9/4/1997,above25k,404.3066264,426.2738173,426.2564522,16.17226506,Eddy,Eddy_High_Elevation_Zone.csv,8/23/1997,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.43
16,145l,11/18/1997,above25k,357.4935867,377.7517225,320.9094948,14.29974347,Eddy,Eddy_High_Elevation_Zone.csv,11/6/1997,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.32
17,145l,4/26/1998,above25k,371.3070447,390.1811531,332.7703849,14.85228179,Eddy,Eddy_High_Elevation_Zone.csv,4/15/1998,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.34
18,145l,5/18/1999,above25k,288.6740298,304.1837519,270.9847612,11.54696119,Eddy,Eddy_High_Elevation_Zone.csv,5/4/1999,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.27
19,145l,3/31/2000,above25k,295.5885219,311.7376146,250.8052608,11.82354087,Eddy,Eddy_High_Elevation_Zone.csv,3/17/2000,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.25
20,145l,6/15/2000,above25k,414.66544,428.756406,178.3790619,16.5866176,Eddy,Eddy_High_Elevation_Zone.csv,6/1/2000,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.18
21,145l,10/16/2001,above25k,285.1035669,298.0719398,92.2549888,11.40414268,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2001,long,long,145l_eddyabove25k,990.6194997,4_CGC,0.09
22,145l,10/2/2002,above25k,285.1518767,296.6592562,84.11906803,11.40607507,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2002,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.08
23,145l,5/7/2003,above25k,275.591071,286.3475201,80.99121848,11.02364284,Eddy,Eddy_High_Elevation_Zone.csv,4/25/2003,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.08
24,145l,10/3/2003,above25k,229.2086221,235.5539818,62.39170107,9.168344883,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2003,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.06
25,145l,5/18/2005,above25k,501.113853,525.836988,377.8244003,20.04455412,Eddy,Eddy_High_Elevation_Zone.csv,5/7/2005,long,na,145l_eddyabove25k,990.6194997,4_CGC,0.38
26,145l,10/18/2006,above25k,428.0299434,441.6573259,288.4432278,17.12119774,Eddy,Eddy_High_Elevation_Zone.csv,10/7/2006,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.29
27,145l,10/25/2007,above25k,407.3505196,417.0781795,218.622759,16.29402078,Eddy,Eddy_High_Elevation_Zone.csv,10/13/2007,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.22
28,145l,2/14/2008,above25k,407.7563196,418.5671007,231.8208836,16.31025278,Eddy,Eddy_High_Elevation_Zone.csv,2/2/2008,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.23
29,145l,4/9/2008,above25k,653.6814049,672.6639777,364.975121,26.14725619,Eddy,Eddy_High_Elevation_Zone.csv,3/28/2008,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.37
30,145l,5/29/2008,above25k,630.5320256,646.9415542,319.5463619,25.22128102,Eddy,Eddy_High_Elevation_Zone.csv,5/17/2008,long,na,145l_eddyabove25k,990.6194997,4_CGC,0.32
31,145l,10/22/2008,above25k,558.9848227,575.5094489,261.6675535,22.35939291,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2008,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.26
32,145l,10/21/2009,above25k,479.013068,490.1238626,206.0906573,19.16052272,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2009,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.21
33,145l,10/15/2011,above25k,316.5674661,329.1114332,93.12210458,12.66269864,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2011,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.09
34,145l,10/14/2012,above25k,324.1372026,334.5575569,78.36632267,12.9654881,Eddy,Eddy_High_Elevation_Zone.csv,10/3/2012,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.08
35,145l,10/3/2013,above25k,516.1593971,536.0278647,260.6379289,20.64637589,Eddy,Eddy_High_Elevation_Zone.csv,9/21/2013,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.26
36,145l,10/6/2014,above25k,525.7091884,541.2610408,312.9673179,21.02836754,Eddy,Eddy_High_Elevation_Zone.csv,9/23/2014,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.32
37,145l,10/5/2015,above25k,521.5176874,541.6745382,326.8039931,20.8607075,Eddy,Eddy_High_Elevation_Zone.csv,9/22/2015,long,short,145l_eddyabove25k,990.6194997,4_CGC,0.33
0,145l,10/28/1992,minto8K,413.3613508,444.360246,151.5752762,103.3403377,Eddy,Eddy_Low_Elevation_Zone.csv,10/15/1992,long,na,145l_eddyminto8K,549.5936683,4_CGC,0.28
1,145l,4/11/1993,minto8K,297.3016457,329.7293611,287.0671281,53.51429622,Eddy,Eddy_Low_Elevation_Zone.csv,4/1/1993,long,na,145l_eddyminto8K,549.5936683,4_CGC,0.52
2,145l,10/20/1993,minto8K,333.6699737,364.6124971,265.8679615,60.06059526,Eddy,Eddy_Low_Elevation_Zone.csv,10/8/1993,long,long,145l_eddyminto8K,549.5936683,4_CGC,0.48
3,145l,4/19/1994,minto8K,332.1547868,370.0912487,231.9755122,59.78786162,Eddy,Eddy_Low_Elevation_Zone.csv,4/7/1994,long,na,145l_eddyminto8K,549.5936683,4_CGC,0.42
4,145l,11/30/1994,minto8K,404.6123699,441.9742516,131.6384757,72.83022658,Eddy,Eddy_Low_Elevation_Zone.csv,11/20/1994,long,long,145l_eddyminto8K,549.5936683,4_CGC,0.24
